,psis_specific_q_ratios,psis_specific_d_ratios,phi_direct_cs_ratios,phi_indirect_cs_ratios
0,0.020811972458353124,0.008669810338965245,0.06411159750625975,0.05009300023689156
1,0.09188104229093808,0.005853714330490102,0.07359544927591585,0.037687513674711126
2,0.006557556991071374,0.015724432185969618,0.06469038635936857,0.06222861571890495
3,0.05498551961739371,0.028595526277775094,0.06482104054395475,0.02233555487473577
4,0.05537342761637809,0.06031781848111559,0.030836044060315773,0.04701390038376421
5,0.06884244605967567,0.0826723639382724,0.07954475678168366,0.020038790929946457
6,0.03539535875044948,0.02536062160548338,0.0752892362760716,0.04767248824205005
7,0.01599440698976128,0.022849273337981868,0.215476994093176,0.0467458992198458
8,0.07545245805449376,0.058079960712765236,0.03162979758037832,0.02736317578279472
9,0.04122944430370324,0.1368444047441905,0.23393435113934696,0.03399903717898088
10,0.04068464686145059,0.037971580888770194,0.11666470581303395,0.0526598389405032
11,0.015470239023822652,0.010222370411765023,0.05797435693004403,0.032783125959329626
12,0.015973969019766065,0.009904205255700795,0.017497904600676437,0.029077471963742208
13,0.2557034704871713,0.11103003108587481,0.008388039823928248,0.008636661234915537
14,0.017947132043121084,0.10942027345595975,0.07504950174446175,0.024786589584937086
15,0.005960788800877072,0.013994622683989748,0.029272212584306602,0.033523280335164066
16,0.08011296398792109,0.042656329383094216,0.002031891378939645,0.005920740192572911
17,0.01016638300426869,0.027591001126995068,0.09311612073215669,0.005541081166145219
18,0.027700456192001437,0.01582301831982373,0.13270413176577886,0.043422918556142984
19,0.04142814924220628,0.027185617039866654,0.06771156600990133,0.05720224282250719
20,0.1871510149747115,0.0025890076993462536,0.043422950067770485,0.008774020174402824
21,0.08117895257509998,0.040115289277190144,0.003929678013129203,0.014105779986356055
22,0.11207921537305984,0.08803277728080351,0.15388240123480587,0.06105419194965392
23,0.026877108989878235,0.004528729875436591,0.05686106580220456,0.02701435655302064
24,0.0026728111428006023,0.045446004293593065,0.01614531885020111,0.02094515880604108
